depth,phase,label,n_per_pass,ms_per_token,us_each
128000,pp,attn.attn,12.0,0.3157,107768.6
128000,pp,moe.up,48.0,0.2070,17664.8
128000,pp,moe.down,48.0,0.0963,8219.9
128000,pp,dn.qkv,36.0,0.0752,8554.4
128000,pp,hc.cn,94.0,0.0571,2487.4
128000,pp,dn.scan,36.0,0.0379,4308.9
128000,pp,hc.up,97.0,0.0341,1440.3
128000,pp,dn.out,36.0,0.0283,3225.6
128000,pp,moe.combine,48.0,0.0274,2337.1
128000,pp,attn.score,12.0,0.0272,9281.3
128000,pp,hc.down,97.0,0.0265,1119.2
128000,pp,attn.qkv,12.0,0.0224,7638.3
128000,pp,move,196.0,0.0169,354.0
128000,pp,attn.select,12.0,0.0169,5766.2
128000,pp,dn.conv,36.0,0.0137,1563.7
128000,pp,moe.shexp.up,48.0,0.0122,1040.4
128000,pp,attn.attn.gathmask,12.0,0.0111,3772.1
128000,pp,attn.out,12.0,0.0099,3387.0
128000,pp,dn.norm,36.0,0.0098,1112.6
128000,pp,moe.shexp.down,48.0,0.0054,464.3
128000,pp,moe.router,48.0,0.0039,336.4
128000,pp,attn.pack,12.0,0.0027,915.8
128000,pp,ple.kv,1.0,0.0018,7241.4
128000,pp,moe.perm.up,48.0,0.0014,119.8
128000,pp,hc.combine,2.0,0.0013,2709.8
128000,pp,moe.route,48.0,0.0011,96.0
128000,pp,attn.attn.gather,12.0,0.0011,380.4
128000,pp,ple.gate,1.0,0.0009,3553.2
128000,pp,ple.conv,1.0,0.0007,2986.3
128000,pp,hc.norm,3.0,0.0007,990.3
128000,pp,head.head,1.0,0.0006,2501.6
128000,pp,attn.idx,12.0,0.0003,86.8
128000,pp,dn.hist,36.0,0.0000,4.6
128000,pp,ple.hist,1.0,0.0000,2.4
128000,pp,hc.down_reduce,1.0,0.0000,1.2
128000,tg,moe.up,48.0,5.3182,110.8
128000,tg,dn.qkv,36.0,4.0971,113.8
128000,tg,moe.down,48.0,2.5189,52.5
128000,tg,head.head,1.0,2.4143,2414.3
128000,tg,hc.up,97.0,1.7670,18.2
128000,tg,dn.out,36.0,1.6343,45.4
128000,tg,attn.attn.split,12.0,1.5554,129.6
128000,tg,attn.qkv,12.0,1.4376,119.8
128000,tg,hc.down,97.0,1.3726,14.2
128000,tg,moe.shexp.up,48.0,0.7421,15.5
128000,tg,attn.score,12.0,0.7391,61.6
128000,tg,moe.router,48.0,0.7219,15.0
128000,tg,attn.select,12.0,0.7112,59.3
128000,tg,hc.cn,94.0,0.6855,7.3
128000,tg,dn.scan,36.0,0.6556,18.2
128000,tg,attn.out,12.0,0.6318,52.7
128000,tg,move,196.0,0.5586,2.9
128000,tg,moe.shexp.down,48.0,0.4746,9.9
128000,tg,moe.route,48.0,0.2749,5.7
128000,tg,ple.kv,1.0,0.2644,264.5
128000,tg,attn.attn.gather,12.0,0.1865,15.5
128000,tg,dn.conv,36.0,0.1524,4.2
128000,tg,moe.combine,48.0,0.1502,3.1
128000,tg,moe.perm.up,48.0,0.1348,2.8
128000,tg,dn.norm,36.0,0.1315,3.7
128000,tg,hc.down_reduce,97.0,0.1142,1.2
128000,tg,attn.attn.gathmask,12.0,0.0789,6.6
128000,tg,attn.attn.combine,12.0,0.0687,5.7
128000,tg,dn.out.sum,36.0,0.0644,1.8
128000,tg,dn.qkv.sum,36.0,0.0624,1.7
128000,tg,moe.router.sum,48.0,0.0605,1.3
128000,tg,attn.pack,12.0,0.0534,4.5
128000,tg,dn.hist,36.0,0.0507,1.4
128000,tg,attn.idx,12.0,0.0379,3.2
128000,tg,hc.norm,3.0,0.0238,7.9
128000,tg,attn.out.sum,12.0,0.0215,1.8
128000,tg,attn.qkv.sum,12.0,0.0192,1.6
128000,tg,ple.gate,1.0,0.0164,16.5
128000,tg,hc.combine,2.0,0.0078,3.9
128000,tg,ple.conv,1.0,0.0041,4.2
128000,tg,ple.hist,1.0,0.0014,1.4
