tokens,up_kernel,down_kernel,shexp_kernels,experts_touched,up_tiles,up_rows_exec,down_tiles,down_rows_exec,dispatch,us_per_layer,ms_per_graph,gflops,weight_gbps
1,m1,m1/k40,v64w4/v32w4,10,10,160,10,160,router,14.717,0.7,178.5,178.8
1,m1,m1/k40,v64w4/v32w4,10,10,160,10,160,router.sum,0.953,0.0,0.0,0.0
1,m1,m1/k40,v64w4/v32w4,10,10,160,10,160,route,5.367,0.3,0.0,0.0
1,m1,m1/k40,v64w4/v32w4,10,10,160,10,160,perm.up,2.421,0.1,0.0,0.0
1,m1,m1/k40,v64w4/v32w4,10,10,160,10,160,up,254.851,12.2,4114.5,72.3
1,m1,m1/k40,v64w4/v32w4,10,10,160,10,160,down,93.647,4.5,5598.6,98.4
1,m1,m1/k40,v64w4/v32w4,10,10,160,10,160,shexp.up,24.082,1.2,272.1,144.6
1,m1,m1/k40,v64w4/v32w4,10,10,160,10,160,shexp.down,11.238,0.5,291.6,154.9
1,m1,m1/k40,v64w4/v32w4,10,10,160,10,160,combine,2.862,0.1,0.0,42.9
1,m1,m1/k40,v64w4/v32w4,10,10,160,10,160,block,410.138,19.7,,
1,m1,m2/k40,v64w4/v32w4,10,20,320,10,320,router,14.537,0.7,180.7,181.0
1,m1,m2/k40,v64w4/v32w4,10,20,320,10,320,router.sum,0.898,0.0,0.0,0.0
1,m1,m2/k40,v64w4/v32w4,10,20,320,10,320,route,5.390,0.3,0.0,0.0
1,m1,m2/k40,v64w4/v32w4,10,20,320,10,320,perm.up,2.544,0.1,0.0,0.0
1,m1,m2/k40,v64w4/v32w4,10,20,320,10,320,perm.down,2.446,0.1,0.0,0.0
1,m1,m2/k40,v64w4/v32w4,10,20,320,10,320,up,296.202,14.2,7080.1,62.2
1,m1,m2/k40,v64w4/v32w4,10,20,320,10,320,down,104.362,5.0,10047.5,88.3
1,m1,m2/k40,v64w4/v32w4,10,20,320,10,320,shexp.up,26.825,1.3,244.3,129.8
1,m1,m2/k40,v64w4/v32w4,10,20,320,10,320,shexp.down,15.714,0.8,208.5,110.8
1,m1,m2/k40,v64w4/v32w4,10,20,320,10,320,combine,2.827,0.1,0.0,43.5
1,m1,m2/k40,v64w4/v32w4,10,20,320,10,320,block,471.745,22.6,,
1,m1,m4/k40,v64w4/v32w4,10,40,640,10,640,router,15.461,0.7,169.9,170.2
1,m1,m4/k40,v64w4/v32w4,10,40,640,10,640,router.sum,0.878,0.0,0.0,0.0
1,m1,m4/k40,v64w4/v32w4,10,40,640,10,640,route,5.349,0.3,0.0,0.0
1,m1,m4/k40,v64w4/v32w4,10,40,640,10,640,perm.up,2.684,0.1,0.0,0.0
1,m1,m4/k40,v64w4/v32w4,10,40,640,10,640,perm.down,2.479,0.1,0.0,0.0
1,m1,m4/k40,v64w4/v32w4,10,40,640,10,640,up,472.274,22.7,8881.1,39.0
1,m1,m4/k40,v64w4/v32w4,10,40,640,10,640,down,109.718,5.3,19114.0,84.0
1,m1,m4/k40,v64w4/v32w4,10,40,640,10,640,shexp.up,44.782,2.1,146.3,77.7
1,m1,m4/k40,v64w4/v32w4,10,40,640,10,640,shexp.down,21.780,1.0,150.4,79.9
1,m1,m4/k40,v64w4/v32w4,10,40,640,10,640,combine,2.815,0.1,0.0,43.7
1,m1,m4/k40,v64w4/v32w4,10,40,640,10,640,block,678.220,32.6,,
1,m1,w2m1/k40,v64w4/v32w4,10,20,320,10,320,router,14.173,0.7,185.3,185.7
1,m1,w2m1/k40,v64w4/v32w4,10,20,320,10,320,router.sum,0.891,0.0,0.0,0.0
