depth,phase,label,n_per_pass,ms_per_token,us_each
0,pp,moe.up,48.0,0.2858,12192.5
0,pp,moe.down,48.0,0.1342,5727.9
0,pp,dn.qkv,36.0,0.0747,4250.6
0,pp,hc.cn,94.0,0.0583,1269.3
0,pp,attn.attn,12.0,0.0387,6598.2
0,pp,hc.up,97.0,0.0343,724.7
0,pp,dn.scan,36.0,0.0297,1692.4
0,pp,moe.combine,48.0,0.0280,1194.0
0,pp,dn.out,36.0,0.0277,1578.6
0,pp,hc.down,97.0,0.0267,564.2
0,pp,attn.qkv,12.0,0.0223,3803.2
0,pp,move,196.0,0.0158,165.0
0,pp,attn.score,12.0,0.0139,2379.8
0,pp,dn.conv,36.0,0.0133,757.5
0,pp,moe.shexp.up,48.0,0.0121,515.6
0,pp,dn.norm,36.0,0.0102,582.0
0,pp,attn.out,12.0,0.0094,1600.2
0,pp,moe.shexp.down,48.0,0.0057,244.0
0,pp,moe.router,48.0,0.0040,169.5
0,pp,attn.pack,12.0,0.0028,476.0
0,pp,ple.kv,1.0,0.0019,3798.0
0,pp,attn.select,12.0,0.0015,255.8
0,pp,moe.perm.up,48.0,0.0015,62.1
0,pp,hc.combine,2.0,0.0013,1354.9
0,pp,attn.idx,12.0,0.0013,214.1
0,pp,head.head,1.0,0.0012,2558.8
0,pp,moe.route,48.0,0.0012,51.2
0,pp,ple.gate,1.0,0.0009,1806.6
0,pp,hc.norm,3.0,0.0008,547.3
0,pp,ple.conv,1.0,0.0008,1561.2
0,pp,attn.attn.gather,12.0,0.0007,112.9
0,pp,dn.hist,36.0,0.0001,4.3
0,pp,ple.hist,1.0,0.0000,2.5
0,pp,hc.down_reduce,1.0,0.0000,1.2
0,tg,moe.up,48.0,5.2985,110.4
0,tg,dn.qkv,36.0,4.0631,112.9
0,tg,moe.down,48.0,2.5112,52.3
0,tg,head.head,1.0,2.3896,2389.6
0,tg,hc.up,97.0,1.7633,18.2
0,tg,dn.out,36.0,1.6322,45.3
0,tg,attn.qkv,12.0,1.4367,119.7
0,tg,hc.down,97.0,1.3518,13.9
0,tg,attn.attn.split,12.0,0.9874,82.3
0,tg,moe.shexp.up,48.0,0.7360,15.3
0,tg,moe.router,48.0,0.7021,14.6
0,tg,hc.cn,94.0,0.6734,7.2
0,tg,attn.out,12.0,0.6588,54.9
0,tg,dn.scan,36.0,0.6395,17.8
0,tg,move,196.0,0.5454,2.8
0,tg,moe.shexp.down,48.0,0.4600,9.6
0,tg,moe.route,48.0,0.2746,5.7
0,tg,ple.kv,1.0,0.2552,255.3
0,tg,moe.combine,48.0,0.1574,3.3
0,tg,dn.conv,36.0,0.1477,4.1
0,tg,moe.perm.up,48.0,0.1351,2.8
0,tg,dn.norm,36.0,0.1222,3.4
0,tg,hc.down_reduce,97.0,0.1121,1.2
0,tg,attn.score,12.0,0.0909,7.6
0,tg,attn.select,12.0,0.0882,7.4
0,tg,attn.attn.combine,12.0,0.0688,5.7
0,tg,dn.qkv.sum,36.0,0.0659,1.8
0,tg,moe.router.sum,48.0,0.0642,1.3
0,tg,dn.out.sum,36.0,0.0551,1.5
0,tg,attn.pack,12.0,0.0512,4.3
0,tg,dn.hist,36.0,0.0497,1.4
0,tg,attn.idx,12.0,0.0377,3.1
0,tg,hc.norm,3.0,0.0235,7.8
0,tg,attn.qkv.sum,12.0,0.0217,1.8
0,tg,attn.out.sum,12.0,0.0213,1.8
0,tg,ple.gate,1.0,0.0159,15.9
0,tg,hc.combine,2.0,0.0089,4.5
0,tg,ple.conv,1.0,0.0039,3.9
0,tg,ple.hist,1.0,0.0014,1.4
64000,pp,moe.up,48.0,0.2726,11630.8
64000,pp,moe.down,48.0,0.1284,5478.4
64000,pp,attn.attn,12.0,0.0893,15235.0
64000,pp,dn.qkv,36.0,0.0750,4267.1
64000,pp,hc.cn,94.0,0.0583,1270.2
64000,pp,hc.up,97.0,0.0344,725.6
64000,pp,dn.scan,36.0,0.0299,1702.1
64000,pp,moe.combine,48.0,0.0280,1192.7
64000,pp,dn.out,36.0,0.0280,1590.2
64000,pp,hc.down,97.0,0.0268,565.7
64000,pp,attn.qkv,12.0,0.0224,3824.7
64000,pp,attn.score,12.0,0.0197,3367.9
64000,pp,move,196.0,0.0157,164.4
64000,pp,dn.conv,36.0,0.0133,758.1
64000,pp,moe.shexp.up,48.0,0.0121,517.1
64000,pp,dn.norm,36.0,0.0102,582.1
64000,pp,attn.select,12.0,0.0100,1700.4
64000,pp,attn.out,12.0,0.0094,1603.9
64000,pp,moe.shexp.down,48.0,0.0058,246.5
64000,pp,moe.router,48.0,0.0040,169.3
64000,pp,attn.pack,12.0,0.0028,476.5
64000,pp,ple.kv,1.0,0.0019,3789.7
64000,pp,moe.perm.up,48.0,0.0015,61.9
64000,pp,hc.combine,2.0,0.0013,1352.4
64000,pp,head.head,1.0,0.0013,2560.1
64000,pp,moe.route,48.0,0.0012,51.1
64000,pp,attn.attn.gather,12.0,0.0011,193.0
64000,pp,hc.norm,3.0,0.0010,677.4
64000,pp,ple.gate,1.0,0.0009,1784.6
64000,pp,ple.conv,1.0,0.0007,1527.9
64000,pp,attn.idx,12.0,0.0002,41.3
64000,pp,dn.hist,36.0,0.0001,4.3
64000,pp,ple.hist,1.0,0.0000,2.6
64000,pp,hc.down_reduce,1.0,0.0000,1.4
64000,tg,moe.up,48.0,5.3155,110.7
64000,tg,dn.qkv,36.0,4.0821,113.4
64000,tg,moe.down,48.0,2.5196,52.5
64000,tg,head.head,1.0,2.3891,2389.1
64000,tg,hc.up,97.0,1.7719,18.3
64000,tg,dn.out,36.0,1.6349,45.4
64000,tg,attn.qkv,12.0,1.4341,119.5
64000,tg,hc.down,97.0,1.3516,13.9
64000,tg,attn.attn.split,12.0,0.9349,77.9
64000,tg,moe.shexp.up,48.0,0.7355,15.3
64000,tg,moe.router,48.0,0.7072,14.7
64000,tg,hc.cn,94.0,0.6797,7.2
64000,tg,dn.scan,36.0,0.6438,17.9
64000,tg,attn.out,12.0,0.6433,53.6
64000,tg,move,196.0,0.5524,2.8
64000,tg,moe.shexp.down,48.0,0.4661,9.7
64000,tg,attn.select,12.0,0.4049,33.7
64000,tg,attn.score,12.0,0.3998,33.3
64000,tg,moe.route,48.0,0.2755,5.7
64000,tg,ple.kv,1.0,0.2669,266.9
64000,tg,moe.combine,48.0,0.1592,3.3
64000,tg,dn.conv,36.0,0.1497,4.2
64000,tg,moe.perm.up,48.0,0.1350,2.8
64000,tg,dn.norm,36.0,0.1248,3.5
64000,tg,hc.down_reduce,97.0,0.1129,1.2
64000,tg,attn.attn.gather,12.0,0.1101,9.2
64000,tg,attn.attn.combine,12.0,0.0731,6.1
64000,tg,dn.qkv.sum,36.0,0.0669,1.9
64000,tg,moe.router.sum,48.0,0.0649,1.4
64000,tg,dn.out.sum,36.0,0.0559,1.6
64000,tg,attn.pack,12.0,0.0508,4.2
64000,tg,dn.hist,36.0,0.0501,1.4
64000,tg,attn.idx,12.0,0.0380,3.2
64000,tg,hc.norm,3.0,0.0238,8.0
64000,tg,attn.out.sum,12.0,0.0218,1.8
64000,tg,attn.qkv.sum,12.0,0.0213,1.8
64000,tg,ple.gate,1.0,0.0164,16.5
64000,tg,hc.combine,2.0,0.0091,4.6
64000,tg,ple.conv,1.0,0.0040,4.1
64000,tg,ple.hist,1.0,0.0024,2.4
128000,pp,moe.up,48.0,0.2796,11928.3
128000,pp,moe.down,48.0,0.1312,5597.3
128000,pp,attn.attn,12.0,0.0933,15928.3
128000,pp,dn.qkv,36.0,0.0752,4277.8
128000,pp,hc.cn,94.0,0.0582,1267.5
128000,pp,hc.up,97.0,0.0346,731.0
128000,pp,dn.scan,36.0,0.0298,1693.2
128000,pp,moe.combine,48.0,0.0280,1194.1
128000,pp,dn.out,36.0,0.0277,1577.8
128000,pp,attn.score,12.0,0.0270,4601.1
128000,pp,hc.down,97.0,0.0270,569.2
128000,pp,attn.qkv,12.0,0.0226,3851.9
128000,pp,attn.select,12.0,0.0175,2982.5
128000,pp,move,196.0,0.0157,164.0
128000,pp,dn.conv,36.0,0.0134,760.1
128000,pp,moe.shexp.up,48.0,0.0123,523.1
128000,pp,dn.norm,36.0,0.0103,584.7
128000,pp,attn.out,12.0,0.0095,1614.5
128000,pp,moe.shexp.down,48.0,0.0058,247.6
128000,pp,moe.router,48.0,0.0040,170.4
