depth,phase,label,n_per_pass,ms_per_token,us_each
0,pp,moe.up,48.0,0.2837,12104.8
0,pp,moe.down,48.0,0.1340,5716.9
0,pp,dn.qkv,36.0,0.0746,4241.7
0,pp,hc.cn,94.0,0.0582,1269.0
0,pp,hc.up,97.0,0.0344,725.8
0,pp,attn.attn,12.0,0.0317,5415.4
0,pp,dn.scan,36.0,0.0296,1682.6
0,pp,moe.combine,48.0,0.0280,1195.7
0,pp,dn.out,36.0,0.0274,1561.1
0,pp,hc.down,97.0,0.0266,562.6
0,pp,attn.qkv,12.0,0.0223,3807.8
0,pp,move,196.0,0.0159,166.1
0,pp,attn.score,12.0,0.0139,2373.0
0,pp,dn.conv,36.0,0.0133,756.4
0,pp,moe.shexp.up,48.0,0.0120,511.5
0,pp,dn.norm,36.0,0.0103,583.9
0,pp,attn.out,12.0,0.0094,1603.0
0,pp,moe.shexp.down,48.0,0.0057,241.4
0,pp,moe.router,48.0,0.0039,168.3
0,pp,attn.pack,12.0,0.0028,474.1
0,pp,ple.kv,1.0,0.0019,3817.1
0,pp,attn.select,12.0,0.0015,253.4
0,pp,moe.perm.up,48.0,0.0014,61.8
0,pp,hc.combine,2.0,0.0013,1343.2
0,pp,head.head,1.0,0.0012,2533.5
0,pp,moe.route,48.0,0.0012,51.0
0,pp,attn.idx,12.0,0.0012,202.1
0,pp,ple.gate,1.0,0.0009,1810.8
0,pp,hc.norm,3.0,0.0008,526.1
0,pp,ple.conv,1.0,0.0007,1507.7
0,pp,attn.attn.gather,12.0,0.0001,18.8
0,pp,attn.attn.gathmask,12.0,0.0001,18.5
0,pp,dn.hist,36.0,0.0001,4.3
0,pp,ple.hist,1.0,0.0000,2.6
0,pp,hc.down_reduce,1.0,0.0000,1.3
0,tg,moe.up,48.0,5.2876,110.2
0,tg,dn.qkv,36.0,4.0606,112.8
0,tg,moe.down,48.0,2.5138,52.4
0,tg,head.head,1.0,2.3785,2378.5
0,tg,hc.up,97.0,1.7381,17.9
0,tg,dn.out,36.0,1.6177,44.9
0,tg,attn.qkv,12.0,1.4384,119.9
0,tg,hc.down,97.0,1.3417,13.8
0,tg,attn.attn.split,12.0,0.9880,82.3
0,tg,moe.shexp.up,48.0,0.7352,15.3
0,tg,moe.router,48.0,0.7036,14.7
0,tg,hc.cn,94.0,0.6606,7.0
0,tg,attn.out,12.0,0.6542,54.5
0,tg,dn.scan,36.0,0.6469,18.0
0,tg,move,196.0,0.5455,2.8
0,tg,moe.shexp.down,48.0,0.4663,9.7
0,tg,moe.route,48.0,0.2755,5.7
0,tg,ple.kv,1.0,0.2618,261.9
